Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Matt Boyd,$6.9K,L,DET,SP,@ CHW, , , , ,500,-6,9.5,-103,4.81,0.34,0,0.274,,0.144,5.04,9,0.358,,0.198,8.32,30,4.31,5.45,0.18,0.358,8.32,0.32,0.28,12.89,1.87
Ian Kennedy,$7.2K,R,KCR,SP,@ CLE, , ,0.50%, ,-500,2,8.5,150,3.74,0.29,6,0.314,,0.178,9.09,3,0.323,,0.186,9.43,40,4.13,5.51,0.17,0.317,9.20,0.28,0.35,13.09,1.82
Tim Adleman,$6.9K,R,CIN,SP,@ PHI, , ,0.50%, ,600,-9,8.0,122,3.75,-0.27,4,0.370,,0.268,7.92,5,0.345,,0.208,6.84,20,4.44,6.08,0.18,0.356,7.32,0.28,0.35,12.45,1.8
Carlos Martinez,$8.9K,R,STL,SP,@ COL,9,13.67,4.00%,3.955,1500,-9,10.5,-115,5.38,-0.14,3,0.326,,0.140,8.05,6,0.249,,0.078,9.39,38,3.52,4.24,0.15,0.275,8.94,0.46,0.20,15.82,1.78
Chris Archer,$11.4K,R,TBR,SP,@ MIN,5,5.83,20.00%,0.988,800,0,8.5,-130,4.5,0.01,6,0.312,,0.187,11.64,3,0.299,,0.146,10.47,42,3.26,4.38,0.18,0.308,11.25,0.35,0.28,19.75,1.73
Chad Kuhl,$6.6K,R,PIT,SP,NYM, , ,1.00%,10.710,300,-6,7.5,132,3.43,-0.9,7,0.393,,0.224,6.49,2,0.304,,0.127,7.42,24,4.23,4.56,0.11,0.373,6.70,0.36,0.26,10.71,1.62
Kevin Gausman,$6.5K,R,BAL,SP,@ HOU, , ,2.00%,5.250,-500,2,9.0,126,4.18,0.06,2,0.313,,0.163,8.10,7,0.379,,0.186,9.08,40,3.74,5.07,0.21,0.364,8.86,0.36,0.24,10.5,1.62
Mike Pelfrey,$4.8K,R,CHW,SP,DET, , , , ,-700,-3,9.5,-107,4.69,0.66,4,0.421,,0.192,5.48,5,0.368,,0.147,4.22,30,4.91,6.03,0.19,0.392,4.78,0.44,0.20,7.53,1.57
Sean Manaea,$8.0K,L,OAK,SP,@ NYY, , ,0.50%, ,800,-9,9.0,147,3.98,0.12,2,0.225,,0.119,8.58,7,0.344,,0.180,8.35,32,3.73,4.76,0.17,0.318,8.40,0.35,0.25,12.04,1.51
Antonio Senzatela,$5.9K,R,COL,SP,STL, , ,0.25%, ,-400,-1,10.5,105,5.12,0.14,4,0.316,,0.220,7.36,5,0.312,,0.179,5.73,8,4.49,5.73,0.17,0.314,6.45,0.40,0.26,7.79,1.32
