Rank,Name,Team,Position,Opponent,HomeOrAway,Started_YN,Saves,InningsPitched,PitchingHits,PitchingRuns,PitchingEarnedRuns,PitchingHomeRuns,PitchingWalks,PitchingStrikeouts,PitchingBattingAverageAgainst,WalksHitsPerInningsPitched,FantasyPointsDraftKings
31,Dan Jennings,MIL,RP,PIT,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Matt Albers,MIL,RP,PIT,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jeremy Jeffress,MIL,RP,PIT,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jimmy Nelson,MIL,SP,PIT,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Alec Asher,MIL,SP,PIT,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Taylor Williams,MIL,RP,PIT,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Corey Knebel,MIL,RP,PIT,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Adrian Houser,MIL,RP,PIT,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jorge Lopez,MIL,RP,PIT,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jacob Barnes,MIL,RP,PIT,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Marcos Diplan,MIL,RP,PIT,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Josh Hader,MIL,RP,PIT,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Aaron Wilkerson,MIL,RP,PIT,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Brandon Woodruff,MIL,RP,PIT,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Steven Brault,PIT,RP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Trevor Williams,PIT,SP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Chad Kuhl,PIT,SP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jameson Taillon,PIT,SP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Ivan Nova,PIT,SP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Nick Kingham,PIT,SP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,A.J. Schugel,PIT,RP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Felipe Vázquez,PIT,RP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Kyle Crick,PIT,RP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Tyler Glasnow,PIT,RP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Nick Burdi,PIT,RP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Michael Feliz,PIT,RP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Josh Smoker,PIT,RP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Luis Escobar,PIT,SP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Dovydas Neverauskas,PIT,RP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Richard Rodriguez,PIT,RP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Clay Holmes,PIT,RP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jesus Liranzo,PIT,SP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Edgar Santana,PIT,RP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Dario Agrazal,PIT,SP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Tanner Anderson,PIT,RP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Matt Koch,ARI,SP,ATL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Zack Godley,ARI,SP,ATL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Robbie Ray,ARI,SP,ATL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Zack Greinke,ARI,SP,ATL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Clay Buchholz,ARI,SP,ATL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Taijuan Walker,ARI,SP,ATL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Andrew Chafin,ARI,RP,ATL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Randall Delgado,ARI,RP,ATL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Shelby Miller,ARI,SP,ATL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,T.J. McFarland,ARI,RP,ATL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jorge De La Rosa,ARI,RP,ATL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Brad Boxberger,ARI,RP,ATL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
