Rank,Name,Team,Position,Opponent,HomeOrAway,Started_YN,Saves,InningsPitched,PitchingHits,PitchingRuns,PitchingEarnedRuns,PitchingHomeRuns,PitchingWalks,PitchingStrikeouts,PitchingBattingAverageAgainst,WalksHitsPerInningsPitched,FantasyPointsDraftKings
31,Rafael Montero,NYM,RP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Zack Wheeler,NYM,SP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jerry Blevins,NYM,RP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Chris Beck,NYM,RP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Robert Gsellman,NYM,RP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Seth Lugo,NYM,SP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Ty Bashlor,NYM,RP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jamie Callahan,NYM,RP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Paul Sewald,NYM,RP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Marcos Molina,NYM,SP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jacob Rhame,NYM,RP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Christoper Flexen,NYM,RP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,P.J. Conlon,NYM,SP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Tim Peterson,NYM,RP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Gerson Bautista,NYM,RP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Corey Oswalt,NYM,RP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Dan Straily,MIA,SP,NYM,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jarlin Garcia,MIA,RP,NYM,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jose Urena,MIA,SP,NYM,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Wei-Yin Chen,MIA,SP,NYM,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Elieser Hernandez,MIA,SP,NYM,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Caleb Smith,MIA,SP,NYM,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Odrisamer Despaigne,MIA,SP,NYM,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Dillon Peters,MIA,SP,NYM,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Trevor Richards,MIA,SP,NYM,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Brad Ziegler,MIA,RP,NYM,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Drew Rucinski,MIA,RP,NYM,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Tyler Cloyd,MIA,SP,NYM,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Nick Wittgren,MIA,RP,NYM,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Adam Conley,MIA,SP,NYM,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Tayron Guerrero,MIA,RP,NYM,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Kyle Barraclough,MIA,RP,NYM,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Chris O'Grady,MIA,RP,NYM,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Sandy Alcantara,MIA,RP,NYM,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Brett Graves,MIA,RP,NYM,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Merandy Gonzalez,MIA,RP,NYM,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Drew Steckenrider,MIA,RP,NYM,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,James Needy,MIA,SP,NYM,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Miguel Del Pozo,MIA,RP,NYM,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Ben Meyer,MIA,RP,NYM,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Dallas Keuchel,HOU,SP,TB,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Lance McCullers Jr.,HOU,SP,TB,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Charlie Morton,HOU,SP,TB,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Gerrit Cole,HOU,SP,TB,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Hector Rondon,HOU,RP,TB,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Will Harris,HOU,RP,TB,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
