Orlando Arcia,2700,MIL,SS,COL,,0.999,4.81
Jonathan Schoop,4300,MIL,2B,COL,,0.999,6.82
Lorenzo Cain,4800,MIL,OF,COL,,0.774,9.28
Ryan Braun,4300,MIL,1B/OF,COL,,0.999,7.43
Tom Murphy,3700,COL,C,MIL,,0.999,3.9
Manny Pina,3200,MIL,C,COL,,0.999,6
Jesus Aguilar,4900,MIL,1B,COL,,0.756,8.41
Jeff McNeil,3300,NYM,2B/3B,ATL,,0.999,5.89
Tyler Flowers,3000,ATL,C,NYM,,0.999,5.51
Alcides Escobar,2600,KCR,SS,MIN,,0.999,4.57
Salvador Perez,3900,KCR,C,MIN,,0.999,6.69
Logan Forsythe,2900,MIN,2B/3B,KCR,,0.751,8.35
Miguel Sano,4200,MIN,1B/3B,KCR,,0.999,7.42
Mitch Garver,3900,MIN,C,KCR,,0.999,5.45
Hunter Dozier,3000,KCR,1B,MIN,,0.999,6.49
Whit Merrifield,4100,KCR,2B/OF,MIN,,0.752,7.47
Austin Jackson,3400,NYM,OF,ATL,,0.72,4.87
Jose Bautista,3700,NYM,3B/OF,ATL,,0.761,7.66
Dansby Swanson,3300,ATL,SS,NYM,,0.999,5.1
Wilmer Flores,3700,NYM,1B/3B,ATL,,0.768,7.77
Todd Frazier,3700,NYM,3B,ATL,,0.999,6.88
Ronald Acuna,4800,ATL,OF,NYM,,0.755,7.51
Kevin Plawecki,3200,NYM,C,ATL,,0.999,5.26
Eduardo Escobar,4300,ARI,3B/SS,SFG,,0.748,8.32
Paul Goldschmidt,5000,ARI,1B,SFG,,0.778,10.15
Cody Bellinger,4200,LAD,1B/OF,HOU,,0.999,7.09
Yasmani Grandal,4800,LAD,C,HOU,,0.999,6.1
Joc Pederson,4700,LAD,OF,HOU,,0.999,6.05
Max Muncy,4500,LAD,1B/3B,HOU,,0.999,6.52
Tony Kemp,3600,HOU,OF,LAD,,0.999,5.32
Kendrys Morales,3400,TOR,1B,SEA,,0.999,6.34
Randal Grichuk,3400,TOR,OF,SEA,,0.999,6.56
Marwin Gonzalez,3300,HOU,OF/SS,LAD,,0.999,6.83
Josh Reddick,3900,HOU,OF,LAD,,0.999,6.81
Justin Turner,4000,LAD,3B,HOU,,0.75,7.55
Manny Machado,4800,LAD,SS,HOU,,0.999,7.22
Brian Dozier,4400,LAD,2B,HOU,,0.765,7.39
Yasiel Puig,4700,LAD,OF,HOU,,0.999,6.25
Max Stassi,3300,HOU,C,LAD,,0.999,5.17
Tyler White,3400,HOU,1B,LAD,,0.999,5.07
Kevin Pillar,3200,TOR,OF,SEA,,0.999,4.96
Jean Segura,4400,SEA,SS,TOR,,0.772,8.51
Aledmys Diaz,3000,TOR,SS,SEA,,0.999,5.95
Russell Martin,3100,TOR,C,SEA,,0.999,5.3
Brandon Drury,2800,TOR,2B/3B,SEA,,0.999,4.59
Dee Gordon,4100,SEA,2B/OF,TOR,,0.748,7.61
Kyle Seager,3600,SEA,3B,TOR,,0.999,6.1
Denard Span,4400,SEA,OF,TOR,,0.759,6.7
Yangervis Solarte,3100,TOR,2B/3B,SEA,,0.999,5.59
Justin Smoak,3400,TOR,1B,SEA,,0.999,6.4
Mitch Haniger,4200,SEA,OF,TOR,,0.999,7.38
Nelson Cruz,4900,SEA,OF,TOR,,0.761,7.5
Ryon Healy,3900,SEA,1B,TOR,,0.999,6.47
Mike Zunino,3500,SEA,C,TOR,,0.999,6.7
Teoscar Hernandez,3500,TOR,OF,SEA,,0.999,6.39
Guillermo Heredia,2800,SEA,OF,TOR,,0.999,4.57
Yulieski Gurriel,3500,HOU,1B,LAD,,0.999,5.59
Alex Bregman,4700,HOU,3B,LAD,,0.999,6.97
David Peralta,4200,ARI,OF,SFG,,0.999,4.23
Steven Duggar,3900,SFG,OF,ARI,,0.999,5.98
Jon Jay,4100,ARI,OF,SFG,,0.693,6.4
Nick Hundley,3100,SFG,C,ARI,,0,6.5
JaCoby Jones,3100,DET,OF,OAK,,0.766,7.86
John Hicks,3200,DET,1B/C,OAK,,0.999,6.55
Nick Castellanos,3800,DET,OF,OAK,,0.762,8.58
Joe Panik,3500,SFG,2B,ARI,,0.706,6.7
Brandon Crawford,3900,SFG,SS,ARI,,0.999,7.54
Steven Souza,4000,ARI,OF,SFG,,0.999,8.01
A.J. Pollock,4900,ARI,OF,SFG,,0.781,10.13
Nick Ahmed,4700,ARI,SS,SFG,,0.999,7.97
Austin Slater,3900,SFG,1B/OF,ARI,,0.999,5.91
John Ryan Murphy,3000,ARI,C,SFG,,0.999,6
Ketel Marte,4100,ARI,2B/SS,SFG,,0.999,6.7
Jose Iglesias,3700,DET,SS,OAK,,0.999,5.88
Matt Chapman,4400,OAK,3B,DET,,0.753,8.25
Matt Olson,4200,OAK,1B,DET,,0.795,9.07
Jed Lowrie,4200,OAK,2B,DET,,0.742,7.38
Jim Adduci,3400,DET,1B,OAK,,0.999,5.86
Nick Martini,3800,OAK,OF,DET,,0.722,6.97
George Springer,4200,HOU,OF,LAD,,0.738,7.15
Michael Gerber,0,DET,OF,OAK,,0.999,3.9
Jeimer Candelario,3900,DET,3B,OAK,,0.999,6.68
Victor Martinez,3000,DET,1B,OAK,,0.999,6.98
Stephen Piscotty,3600,OAK,OF,DET,,0.999,7.5
Khris Davis,5300,OAK,OF,DET,,0.769,8.73
Mark Canha,4300,OAK,OF,DET,,0.999,6.1
Marcus Semien,3900,OAK,SS,DET,,0.999,7
Niko Goodrum,3700,DET,2B/OF,OAK,,0.748,7.35
Jonathan Lucroy,3300,OAK,C,DET,,0.999,5.41
Ian Desmond,4200,COL,1B,MIL,,0.999,6.43
Trevor Story,4200,COL,SS,MIL,,0.999,5.41
Matt Duffy,3300,TBR,3B,CHW,,0.999,5.67
Yolmer Sanchez,3300,CHW,3B,TBR,,0.999,4.58
Adam Engel,3000,CHW,OF,TBR,,0.999,5.57
Daniel Robertson,3700,TBR,2B/SS,CHW,,0.75,7.68
Willy Adames,3200,TBR,2B/SS,CHW,,0.999,5.07
Omar Narvaez,3200,CHW,C,TBR,,0.999,4.22
Kevin Kiermaier,3600,TBR,OF,CHW,,0.744,7.53
Yoan Moncada,3900,CHW,2B,TBR,,0.999,6.5
Matt Davidson,4000,CHW,1B/3B,TBR,,0.999,6.45
Jose Abreu,4200,CHW,1B,TBR,,0.742,6.96
Tim Anderson,3900,CHW,SS,TBR,,0.757,7.52
Avisail Garcia,3900,CHW,OF,TBR,,0.999,6.48
C.J. Cron,4000,TBR,1B,CHW,,0.746,7.22
Leury Garcia,3600,CHW,OF,TBR,,0.999,6.41
Carlos Gomez,3200,TBR,OF,CHW,,0.999,5.81
Jakob Bauers,4000,TBR,1B/OF,CHW,,0.999,6.69
Mallex Smith,3600,TBR,OF,CHW,,0.999,5.61
Derek Dietrich,4000,MIA,OF,PHI,,0.735,7.03
Justin Bour,3800,MIA,1B,PHI,,0.999,7.59
J.T. Riddle,3000,MIA,SS,PHI,,0.999,6.21
Cesar Hernandez,3900,PHI,2B,MIA,,0.745,7.82
Carlos Santana,4100,PHI,1B,MIA,,0.747,9
Odubel Herrera,4300,PHI,OF,MIA,,0.752,8.6
Jorge Alfaro,3600,PHI,C,MIA,,0.999,6.24
Maikel Franco,4000,PHI,3B,MIA,,0.999,7.65
Starlin Castro,3900,MIA,2B,PHI,,0.713,7.27
Michael Perez,3000,TBR,C,CHW,,0.999,5.32
Brian Anderson,4100,MIA,3B/OF,PHI,,0.733,7.38
J.T. Realmuto,4900,MIA,C,PHI,,0.999,7.12
Rhys Hoskins,5300,PHI,OF,MIA,,0.756,9.73
Martin Prado,3000,MIA,3B,PHI,,0.999,6.36
Shane Robinson,2700,NYY,OF,BOS,,0,5.97
Brock Holt,3700,BOS,2B/SS,NYY,,0.999,5.34
Christian Villanueva,3000,SDP,3B,CHC,,0.999,7.19
Austin Hedges,3300,SDP,C,CHC,,0.999,6.2
Hunter Renfroe,3400,SDP,OF,CHC,,0.999,7.06
Javier Baez,5600,CHC,2B/SS,SDP,,0.773,8.64
Willson Contreras,4300,CHC,C,SDP,,0.999,6.66
Cory Spangenberg,3100,SDP,2B/3B,CHC,,0,6.64
Addison Russell,3400,CHC,SS,SDP,,0.999,4.78
Manuel Margot,3600,SDP,OF,CHC,,0.999,7.12
Kyle Schwarber,3800,CHC,OF,SDP,,0.769,7.93
Freddy Galvis,3100,SDP,SS,CHC,,0.999,6.17
Eric Hosmer,4100,SDP,1B,CHC,,0.809,7.73
Anthony Rizzo,4200,CHC,1B,SDP,,0.787,9.86
Ben Zobrist,4800,CHC,2B/OF,SDP,,0.757,8.27
Ian Happ,3900,CHC,OF,SDP,,0.78,8.56
Jason Heyward,3800,CHC,OF,SDP,,0.751,7.88
Brett Gardner,4300,NYY,OF,BOS,,0.754,8.86
Didi Gregorius,4900,NYY,SS,BOS,,0.735,8.03
Steve Pearce,4300,BOS,1B/OF,NYY,,0.778,9.51
Mookie Betts,6100,BOS,OF,NYY,,0.78,10.22
J.D. Martinez,5700,BOS,OF,NYY,,0.775,10.04
Xander Bogaerts,4500,BOS,SS,NYY,,0.727,7.57
Gleyber Torres,4100,NYY,2B,BOS,,0.999,8.14
Eduardo Nunez,4000,BOS,2B/3B,NYY,,0.999,5.84
Austin Romine,3200,NYY,C,BOS,,0.999,5.26
Miguel Andujar,4200,NYY,3B,BOS,,0.999,6.56
Gregory Bird,3900,NYY,1B,BOS,,0.999,6.77
Aaron Hicks,4700,NYY,OF,BOS,,0.743,8.52
Andrew Benintendi,5700,BOS,OF,NYY,,0.765,9.97
Sandy Leon,3000,BOS,C,NYY,,0.999,5.77
Giancarlo Stanton,4700,NYY,OF,BOS,,0.78,9.55
Jackie Bradley,4100,BOS,OF,NYY,,0.999,6.4
Asdrubal Cabrera,4100,PHI,2B/SS,MIA,,0.751,8.55
Nick Williams,4100,PHI,OF,MIA,,0.753,8.32
Melky Cabrera,3900,CLE,OF,LAA,,0.999,7.55
Yonder Alonso,4700,CLE,1B,LAA,,0.999,7.77
Jose Ramirez,5900,CLE,3B,LAA,,0.767,10.29
Jason Kipnis,3700,CLE,2B,LAA,,0.999,7.02
Leonys Martin,3900,CLE,OF,LAA,,0.999,6.36
Kaleb Cowart,3400,LAA,3B,CLE,,0.999,4.59
Shohei Ohtani,4200,LAA,OF,CLE,,0.999,6.97
Michael Brantley,4400,CLE,OF,LAA,,0.999,9.26
Francisco Lindor,5700,CLE,SS,LAA,,0.784,10.08
Daniel Murphy,4400,WAS,1B/2B,CIN,,0.759,7.64
Matt Adams,4200,WAS,1B/OF,CIN,,0.999,6.79
Mason Williams,3400,CIN,OF,WAS,,0.757,7.22
Juan Soto,5100,WAS,OF,CIN,,0.736,7.88
Kole Calhoun,4300,LAA,OF,CLE,,0.999,6.5
Spencer Kieboom,2800,WAS,C,CIN,,0,5.65
Francisco Arcia,3100,LAA,C,CLE,,0.999,5.38
Mike Trout,5800,LAA,OF,CLE,,0.774,7.53
Gerardo Parra,4000,COL,OF,MIL,,0.999,6.54
Carlos Gonzalez,4900,COL,OF,MIL,,0.744,8.18
Christian Yelich,5400,MIL,OF,COL,,0.746,7.17
Mike Moustakas,3900,MIL,3B,COL,,0.999,6.86
Nolan Arenado,5100,COL,3B,MIL,,0.999,8.8
DJ LeMahieu,4200,COL,2B,MIL,,0.702,6.63
Charlie Blackmon,5200,COL,OF,MIL,,0.757,9.16
Roberto Perez,2700,CLE,C,LAA,,0.724,4.78
Albert Pujols,4200,LAA,1B,CLE,,0.999,5.73
Justin Upton,4400,LAA,OF,CLE,,0.999,6.44
Andrelton Simmons,4100,LAA,SS,CLE,,0.999,5.5
Edwin Encarnacion,4800,CLE,1B,LAA,,0.782,8.86
David Fletcher,3400,LAA,2B/3B,CLE,,0.999,4.65
Yan Gomes,3500,CLE,C,LAA,,0.999,5.81
Bryce Harper,5500,WAS,OF,CIN,,0.702,10.03
Adam Eaton,4500,WAS,OF,CIN,,0.74,8.05
David Freese,4200,PIT,1B/3B,STL,,0.689,6.83
Starling Marte,4900,PIT,OF,STL,,0.66,9.68
Josh Harrison,3700,PIT,2B,STL,,0.999,6.66
Jordy Mercer,3300,PIT,SS,STL,,0.999,5.79
Jordan Luplow,3800,PIT,OF,STL,,0.743,7.52
Yairo Munoz,3900,STL,2B/SS,PIT,,0.999,5.21
Jedd Gyorko,3700,STL,2B/3B,PIT,,0.999,6.63
Marcell Ozuna,4000,STL,OF,PIT,,0.746,7.27
Scott Kingery,3400,PHI,SS,MIA,,0.999,5.99
Magneuris Sierra,3500,MIA,OF,PHI,,0.999,6.57
Matt Carpenter,5100,STL,1B/3B,PIT,,0.761,9.17
Gregory Polanco,5000,PIT,OF,STL,,0.753,7.86
Paul DeJong,4000,STL,SS,PIT,,0.754,7.78
Yadier Molina,4200,STL,C,PIT,,0.711,6.68
Francisco Cervelli,4000,PIT,C,STL,,0.999,6.1
Jose Osuna,3300,PIT,1B/OF,STL,,0.999,6.49
Scooter Gennett,4700,CIN,2B,WAS,,0.744,7.59
Anthony Rendon,4300,WAS,3B,CIN,,0.774,9.24
Joey Votto,4500,CIN,1B,WAS,,0.756,9.13
Preston Tucker,3900,CIN,OF,WAS,,0.999,6.37
Billy Hamilton,3600,CIN,OF,WAS,,0.999,6.44
Tucker Barnhart,3800,CIN,C,WAS,,0.999,5.82
Trea Turner,5500,WAS,SS,CIN,,0.735,10.12
Eugenio Suarez,5000,CIN,3B,WAS,,0.758,7.81
Jose Martinez,3900,STL,1B,PIT,,0.73,5.61
Tyler O'Neill,4500,STL,OF,PIT,,0,7.14
Elias Diaz,3800,PIT,C,STL,,0.749,7.26
Sean Rodriguez,3200,PIT,2B/OF,STL,,0.739,5.54
Jose Peraza,3900,CIN,SS,WAS,,0.748,8.14
Harrison Bader,3900,STL,OF,PIT,,0.777,6.53
Travis Jankowski,3600,SDP,OF,CHC,,0.999,7.4
